Symbol	Ensembl
RP11-265I24.1	ENST00000660390
CTD-2311A18.1	ENST00000519111
CTC-447K7.1	ENST00000603941
CTB-95D12.1	ENST00000605123
RNA5SP199	ENST00000363405
CTC-325N22.1	ENST00000659143
SGCD	ENST00000337851
CTB-56J15.1	ENST00000517993
CTC-340I23.2	ENST00000520705
PPP1R2B	ENST00000522232
TIMD4	ENST00000274532
APOOP1	ENST00000604695
HAVCR1	ENST00000523175
HAVCR2	ENST00000307851
CTB-120L21.1	ENST00000517708
MED7	ENST00000286317
FAM71B	ENST00000302938
ITK	ENST00000422843
CTB-4E7.1	ENST00000519375
CTC-248O19.1	ENST00000517634
CYFIP2	ENST00000620254
CTB-109A12.2	ENST00000519499
FNDC9	ENST00000312349
CTB-109A12.1	ENST00000509655
CTB-47B11.3	ENST00000508443
CTB-47B11.1	ENST00000521237
NIPAL4	ENST00000311946
ADAM19	ENST00000257527
AC106801.1	ENST00000518054
AC008694.2	ENST00000517591
SOX30	ENST00000265007
C5orf52	ENST00000409999
AC008694.3	ENST00000636953
THG1L	ENST00000231198
LSM11	ENST00000286307
CTC-370J7.1	ENST00000518369
CLINT1	ENST00000411809
CTB-47B8.1	ENST00000460082
MARK2P11	ENST00000518523
CTB-47B8.5	ENST00000519230
CTB-47B8.4	ENST00000519146
CTC-436K13.5	ENST00000522769
CTC-436K13.1	ENST00000522975
CTC-436K13.4	ENST00000518624
CTC-436K13.6	ENST00000523178
CTC-436K13.3	ENST00000518103
CTC-436K13.2	ENST00000523820
LINC02227	ENST00000619068
RP11-542A14.1	ENST00000517595
RP11-542A14.2	ENST00000607514
RP11-32D16.1	ENST00000642039
EBF1	ENST00000313708
CTD-2363C16.1	ENST00000522582
CTD-2363C16.2	ENST00000518425
LINC02202	ENST00000517335
RP11-175K6.2	ENST00000624206
RNF145	ENST00000424310
CTB-11I22.1	ENST00000521204
LINC01932	ENST00000520323
UBLCP1	ENST00000296786
IL12B	ENST00000231228
LINC01845	ENST00000518418
CTB-76P12.1	ENST00000637629
AC008697.1	ENST00000636819
LINC01847	ENST00000641163
ADRA1B	ENST00000306675
GAPDHP40	ENST00000505218
TTC1	ENST00000231238
AC068657.2	ENST00000520807
PWWP2A	ENST00000307063
FABP6-AS1	ENST00000501818
FABP6	ENST00000402432
RP11-34P1.1	ENST00000523689
CCNJL	ENST00000257536
RP11-34P1.2	ENST00000522428
RP11-34P1.4	ENST00000604371
C1QTNF2	ENST00000652664
ZBED8	ENST00000408953
SLU7	ENST00000297151
PTTG1	ENST00000352433
MIR3142HG	ENST00000642173
ATP10B	ENST00000327245
CTC-348L5.1	ENST00000523598
CTC-529G1.1	ENST00000524198
LINC02159	ENST00000518580
GABRB2	ENST00000393959
GABRA6	ENST00000274545
RP11-348M17.2	ENST00000521984
GLRXP3	ENST00000470810
GABRA1	ENST00000393943
LINC01202	ENST00000625268
GABRG2	ENST00000639213
RP11-541P9.3	ENST00000646617
ARL2BPP5	ENST00000523141
MRPL57P6	ENST00000506570
CTB-95B16.1	ENST00000506922
CCNG1	ENST00000340828
NUDCD2	ENST00000302764
HMMR	ENST00000393915
HMMR-AS1	ENST00000521666
MAT2B	ENST00000321757
CTB-130E24.1	ENST00000649938
RP11-756G12.1	ENST00000520558
CTC-320C6.1	ENST00000615912
LSM1P2	ENST00000604911
CTC-207P7.1	ENST00000521805
CTB-32P11.1	ENST00000522426
CTC-340A15.2	ENST00000519570
LINC02143	ENST00000519929
CTC-340A15.1	ENST00000522454
RP11-51B6.1	ENST00000647982
LINC01938	ENST00000521341
CTC-535M15.2	ENST00000522189
CTC-535M15.1	ENST00000521763
CTC-425K20.1	ENST00000524271
RPL7P20	ENST00000520308
RP11-67M9.1	ENST00000520075
CTB-63M22.1	ENST00000518938
LINC01947	ENST00000523742
CTC-264O10.2	ENST00000522292
CTC-264O10.1	ENST00000518330
TENM2	ENST00000518659
CTB-180C19.1	ENST00000521697
CTC-286N12.1	ENST00000523497
CTB-105L4.2	ENST00000519892
CTB-78F1.1	ENST00000522956
CTB-78F1.2	ENST00000517346
CTC-353G13.1	ENST00000523050
CTB-77H17.1	ENST00000518837
CTB-178M22.1	ENST00000517408
CTB-105N12.2	ENST00000624423
CTB-178M22.2	ENST00000655017
WWC1	ENST00000265293
RARS1	ENST00000231572
FBLL1	ENST00000338333
PANK3	ENST00000239231
SLC2A3P1	ENST00000519666
RPL10P9	ENST00000522551
CTC-558O2.2	ENST00000520041
SLIT3	ENST00000519560
SLIT3-AS2	ENST00000522615
CTB-174D11.2	ENST00000514811
CTB-174D11.3	ENST00000623273
SLIT3-AS1	ENST00000511447
SPDL1	ENST00000265295
DOCK2	ENST00000520908
CTB-37A13.1	ENST00000523398
INSYN2B	ENST00000377365
FOXI1	ENST00000306268
KRT18P41	ENST00000518924
LINC01187	ENST00000506431
C5orf58	ENST00000593851
LCP2	ENST00000046794
CTB-114C7.5	ENST00000674566
LINC01366	ENST00000653905
CTB-114C7.4	ENST00000511921
KCNMB1	ENST00000274629
KCNIP1-OT1	ENST00000518387
CTB-147C13.1	ENST00000524312
KCNIP1	ENST00000328939
KCNIP1-AS1	ENST00000523591
CTC-455F18.1	ENST00000518172
GABRP	ENST00000265294
RANBP17	ENST00000523189
CTC-455F18.3	ENST00000522096
USP12P1	ENST00000523223
RP11-546B8.6	ENST00000619056
TLX3	ENST00000296921
RP11-546B8.1	ENST00000524262
RPSAP71	ENST00000522496
RPL10P8	ENST00000522888
NPM1	ENST00000296930
FGF18	ENST00000274625
CTB-31E20.1	ENST00000675071
RP11-20O22.1	ENST00000650062
CTB-78H18.1	ENST00000524175
SMIM23	ENST00000523047
FBXW11	ENST00000517395
STK10	ENST00000176763
EFCAB9	ENST00000398186
UBTD2	ENST00000393792
KLF3P1	ENST00000521506
SH3PXD2B	ENST00000311601
CTB-54I1.2	ENST00000660356
LINC01944	ENST00000652199
CTB-79E8.4	ENST00000623419
NEURL1B	ENST00000369800
CTB-79E8.3	ENST00000520566
CTB-79E8.2	ENST00000519976
RP11-779O18.1	ENST00000666787
RP11-779O18.2	ENST00000521069
RP11-779O18.3	ENST00000523005
DUSP1	ENST00000239223
RP11-779O18.4	ENST00000604389
RP11-536N17.1	ENST00000657724
ERGIC1	ENST00000393784
CTC-308K20.2	ENST00000519755
CTC-308K20.1	ENST00000518818
RPL26L1	ENST00000265100
CTC-308K20.3	ENST00000523057
ATP6V0E1	ENST00000519374
CTC-308K20.4	ENST00000521201
CREBRF	ENST00000296953
CDC42P5	ENST00000518654
CTC-209H22.3	ENST00000521251
BNIP1	ENST00000351486
RPL7AP33	ENST00000521552
NKX2-5	ENST00000329198
RNA5SP200	ENST00000516360
STC2	ENST00000265087
CTB-32H22.1	ENST00000663262
CTB-164N12.1	ENST00000518605
CTB-33O18.1	ENST00000519821
CTB-33O18.2	ENST00000520300
CTB-33O18.3	ENST00000517299
BOD1	ENST00000311086
LINC01863	ENST00000523242
LINC01942	ENST00000521373
LINC01484	ENST00000517733
CTB-43E15.5	ENST00000671054
LINC01485	ENST00000523617
CPEB4	ENST00000265085
C5orf47	ENST00000340147
RPL12P22	ENST00000519073
NSG2	ENST00000303177
RP11-619L12.3	ENST00000523279
RP11-619L12.4	ENST00000517582
CTC-229L21.1	ENST00000520587
CTC-430J12.2	ENST00000503317
LINC01411	ENST00000507361
GAPDHP71	ENST00000511530
SUMO2P6	ENST00000505273
RP11-267A15.3	ENST00000505567
HIGD1AP3	ENST00000515857
MSX2	ENST00000239243
CTD-2532K18.1	ENST00000502684
CTD-2532K18.2	ENST00000510150
LINC01951	ENST00000377300
NIFKP2	ENST00000513462
CTC-281M20.3	ENST00000511864
CTC-281M20.4	ENST00000507398
ARL2BPP6	ENST00000512757
DRD1	ENST00000393752
CTC-571O20.3	ENST00000660847
SFXN1	ENST00000321442
CTC-571O20.1	ENST00000605088
HRH2	ENST00000377291
CPLX2	ENST00000393745
RP11-91H12.1	ENST00000623875
RP11-91H12.4	ENST00000502813
THOC3	ENST00000265097
THOC3-AS1	ENST00000658714
OR1X1P	ENST00000606159
RP11-826N14.1	ENST00000671485
RP11-826N14.2	ENST00000512675
RP11-826N14.7	ENST00000508296
FAM153B	ENST00000253490
FAM153B	ENST00000646362
RP11-844P9.1	ENST00000504629
RP11-826N14.8	ENST00000515403
RP11-844P9.2	ENST00000637171
RP11-844P9.5	ENST00000503307
RP11-844P9.6	ENST00000508056
RP11-844P9.4	ENST00000604368
SIMC1	ENST00000429602
BRCC3P1	ENST00000508559
KIAA1191	ENST00000298569
RP11-843P14.2	ENST00000508187
RP11-843P14.1	ENST00000512934
ARL10	ENST00000310389
NOP16	ENST00000614830
HIGD2A	ENST00000274787
CLTB	ENST00000310418
CTB-162J7.1	ENST00000623948
FAF2	ENST00000261942
RNF44	ENST00000274811
CDHR2	ENST00000261944
GPRIN1	ENST00000303991
SNCB	ENST00000393693
EIF4E1B	ENST00000318682
TSPAN17	ENST00000508164
RP11-375B1.1	ENST00000507236
RP11-375B1.2	ENST00000512245
LINC01574	ENST00000512115
UNC5A	ENST00000329542
HK3	ENST00000292432
UIMC1	ENST00000511320
ZNF346	ENST00000358149
ZNF346-IT1	ENST00000515264
FGFR4	ENST00000292408
NSD1	ENST00000439151
CTD-2301A4.6	ENST00000657928
CTD-2301A4.3	ENST00000460608
PRMT1P1	ENST00000604252
RAB24	ENST00000303251
PRELID1	ENST00000303204
MXD3	ENST00000423571
LMAN2	ENST00000303127
CTD-2301A4.1	ENST00000468335
RGS14	ENST00000408923
SLC34A1	ENST00000324417
PFN3	ENST00000358571
F12	ENST00000253496
GRK6	ENST00000355472
PRR7-AS1	ENST00000425316
PRR7	ENST00000323249
DBN1	ENST00000309007
RP11-1334A24.5	ENST00000623593
PDLIM7	ENST00000355841
RP11-1334A24.6	ENST00000506025
DOK3	ENST00000510898
DDX41	ENST00000330503
FAM193B	ENST00000514747
FAM193B-DT	ENST00000606358
TMED9	ENST00000332598
B4GALT7	ENST00000029410
RP11-1277A3.1	ENST00000665249
RP11-1277A3.2	ENST00000500444
RP11-1101H11.1	ENST00000509363
FAM153A	ENST00000614127
RP11-1026M7.2	ENST00000502515
RP11-1026M7.3	ENST00000515739
OR1X5P	ENST00000510464
RP11-423H2.5	ENST00000667415
RP11-423H2.1	ENST00000512851
RP11-1252I4.2	ENST00000511650
RP11-423H2.3	ENST00000507072
RP11-423H2.4	ENST00000623288
SUDS3P1	ENST00000505831
PROP1	ENST00000308304
FAM153CP	ENST00000651413
RP11-889L3.1	ENST00000477964
N4BP3	ENST00000274605
RMND5B	ENST00000313386
NHP2	ENST00000274606
RP11-889L3.4	ENST00000512891
GMCL2	ENST00000463439
HNRNPAB	ENST00000358344
PHYKPL	ENST00000308158
COL23A1	ENST00000390654
RP11-1259L22.2	ENST00000604356
RP11-1259L22.1	ENST00000521803
CTB-26E19.1	ENST00000501834
CLK4	ENST00000316308
CTD-2537M22.3	ENST00000671317
MSANTD5	ENST00000648368
CTD-2537M22.2	ENST00000638723
ZNF354A	ENST00000335815
AACSP1	ENST00000521412
RP11-21I4.3	ENST00000610957
RP11-21I4.2	ENST00000522847
RP11-21I4.4	ENST00000620111
ZNF354B	ENST00000322434
ZFP2	ENST00000361362
RP11-281O15.2	ENST00000517817
PIGFP1	ENST00000519180
ZNF454-DT	ENST00000606195
ZNF454	ENST00000519564
RP11-281O15.4	ENST00000519491
GRM6	ENST00000517717
RP11-281O15.5	ENST00000521486
ZNF879	ENST00000444149
ZNF354C	ENST00000315475
RP11-281O15.7	ENST00000523735
ADAMTS2	ENST00000251582
RP11-443C10.2	ENST00000520163
RP11-443C10.1	ENST00000519603
RP11-443C10.3	ENST00000517842
RP11-798K23.1	ENST00000503218
RP11-798K23.4	ENST00000520758
RP11-798K23.3	ENST00000505650
RP11-798K23.5	ENST00000521868
RUFY1	ENST00000319449
PRDX2P3	ENST00000515779
RUFY1-AS1	ENST00000500262
HNRNPH1	ENST00000356731
C5orf60	ENST00000625191
RP11-1379J22.7	ENST00000418535
RP11-1379J22.5	ENST00000661598
CBY3	ENST00000376974
HMGB3P22	ENST00000451823
CANX	ENST00000247461
MAML1	ENST00000292599
LTC4S	ENST00000292596
MGAT4B	ENST00000292591
SQSTM1	ENST00000389805
MRNIP	ENST00000292586
CTC-241N9.1	ENST00000499601
TBC1D9B	ENST00000355235
RPS15AP18	ENST00000470580
CTC-563A5.4	ENST00000511668
RNF130	ENST00000521389
CTC-563A5.2	ENST00000510240
CTC-563A5.5	ENST00000649184
RP11-39H3.2	ENST00000624942
RP11-39H3.1	ENST00000518368
RASGEF1C	ENST00000361132
RP11-252I14.1	ENST00000484005
MAPK9	ENST00000452135
RP11-252I14.2	ENST00000523026
CTB-129O4.1	ENST00000504573
GFPT2	ENST00000253778
CTC-573N18.1	ENST00000662761
CNOT6	ENST00000261951
RP11-451H23.1	ENST00000502510
SCGB3A1	ENST00000292641
FLT4	ENST00000261937
RP11-451H23.2	ENST00000502787
LINC02222	ENST00000513535
OR2AI1P	ENST00000448534
OR2Y1	ENST00000307832
MGAT1	ENST00000307826
CTC-205M6.1	ENST00000624602
HEIH	ENST00000651563
LINC00847	ENST00000651233
ZFP62	ENST00000502412
BTNL8	ENST00000340184
RPS29P12	ENST00000460178
CTD-2593A12.3	ENST00000512672
CTD-2593A12.2	ENST00000505889
ARPP19P1	ENST00000511402
BTNL3	ENST00000342868
BTNL9	ENST00000327705
CTB-14A14.1	ENST00000468453
FOXO1B	ENST00000504678
CTB-14A14.2	ENST00000510294
OR2V1	ENST00000641551
OR2V2	ENST00000641492
LINC01962	ENST00000658296
CTC-338M12.5	ENST00000664992
TRIM7	ENST00000274773
TRIM7-AS1	ENST00000509080
CTC-338M12.1	ENST00000503314
CTC-338M12.15	ENST00000668115
TRIM41	ENST00000315073
CTC-338M12.7	ENST00000499096
RACK1	ENST00000512805
CTC-338M12.4	ENST00000511331
TRIM52	ENST00000611618
TRIM52-AS1	ENST00000507434
CTC-338M12.14	ENST00000666061
CTC-338M12.9	ENST00000412295
CTC-338M12.13	ENST00000622195
AC138035.2	ENST00000499986
CICP15	ENST00000622706
SEPTIN14P5	ENST00000509192
OR4F3	ENST00000456475
WBP1LP4	ENST00000505043
RPL23AP45	ENST00000476406
WBP1LP12	ENST00000604449
OR4F1P	ENST00000405102
CICP18	ENST00000406017
RP3-416J7.1	ENST00000407941
RP3-416J7.4	ENST00000580119
RP3-416J7.6	ENST00000649453
RP3-416J7.5	ENST00000381078
RP11-328C17.2	ENST00000665870
DUSP22	ENST00000419235
IRF4	ENST00000380956
RP11-164H16.3	ENST00000661640
EXOC2	ENST00000230449
RP1-20B11.2	ENST00000430842
HUS1B	ENST00000380907
RP11-532F6.2	ENST00000407035
RP11-532F6.4	ENST00000658207
RP11-532F6.3	ENST00000606285
RP11-532F6.6	ENST00000655063
RP11-532F6.5	ENST00000607084
RP11-284J1.1	ENST00000606622
RP5-1077H22.2	ENST00000620188
LINC01622	ENST00000655659
RP5-856G1.1	ENST00000603854
RP5-856G1.2	ENST00000314040
RP5-856G1.3	ENST00000660745
FOXQ1	ENST00000296839
LINC01394	ENST00000627866
FOXF2-DT	ENST00000568244
FOXF2	ENST00000645481
RP11-157J24.1	ENST00000404600
RP11-157J24.2	ENST00000607350
FOXCUT	ENST00000652712
FOXC1	ENST00000645831
GMDS	ENST00000380815
RP1-33B19.1	ENST00000650019
GMDS-DT	ENST00000659523
HMGN2P28	ENST00000606102
RP1-80B9.4	ENST00000657544
RP1-136B1.1	ENST00000606542
RP11-299J5.2	ENST00000657396
RP11-299J5.1	ENST00000624609
LINC02521	ENST00000649361
LINC01600	ENST00000624527
MYLK4	ENST00000274643
WRNIP1	ENST00000380773
SERPINB1	ENST00000380739
SERPINB9P1	ENST00000668503
SERPINB9	ENST00000380698
RP1-90J20.10	ENST00000454998
RP1-90J20.2	ENST00000437718
SERPINB6	ENST00000380539
LINC01011	ENST00000445000
NQO2-AS1	ENST00000660868
NQO2	ENST00000380455
HTATSF1P2	ENST00000604204
RP1-90J20.15	ENST00000675225
RP1-90J20.14	ENST00000612789
FAM136BP	ENST00000428729
SERPINB8P1	ENST00000401898
RP1-40E16.2	ENST00000433761
RP1-40E16.12	ENST00000606441
RIPK1	ENST00000259808
RNA5SP201	ENST00000410316
BPHL	ENST00000380379
RP1-40E16.11	ENST00000447644
TUBB2A	ENST00000333628
TUBB2BP1	ENST00000404155
LINC02525	ENST00000435043
TUBB2B	ENST00000259818
PSMG4	ENST00000438998
SLC22A23	ENST00000406686
RP11-506K6.4	ENST00000607565
RP1-223B1.1	ENST00000665760
RP1-72E17.2	ENST00000605153
PXDC1	ENST00000380283
RP11-420L9.5	ENST00000603791
RP11-420L9.2	ENST00000402155
RP11-420L9.4	ENST00000454396
RP1-140K8.1	ENST00000648025
FAM50B	ENST00000648326
RP1-140K8.5	ENST00000566733
RP1-140K8.2	ENST00000404787
RP1-140K8.3	ENST00000405321
TDGF1P4	ENST00000401555
GLRX3P2	ENST00000405027
RP3-406P24.5	ENST00000623656
RP3-406P24.4	ENST00000606564
RP3-406P24.3	ENST00000415144
PRPF4B	ENST00000337659
FAM217A	ENST00000274673
C6orf201	ENST00000642280
ECI2	ENST00000380118
RP3-400B16.4	ENST00000527831
ECI2-DT	ENST00000427049
RP3-400B16.3	ENST00000427591
RP3-400B16.2	ENST00000403917
RP11-274H24.2	ENST00000642310
RP3-527G5.1	ENST00000669105
RP11-274H24.4	ENST00000653617
RNA5SP202	ENST00000364315
RP11-274H24.3	ENST00000648679
LINC02533	ENST00000674020
RP1-21P18.1	ENST00000603277
RP4-529N6.2	ENST00000568110
KU-MEL-3	ENST00000380106
PSMC1P11	ENST00000405257
RP11-620A17.2	ENST00000643972
CDYL-AS1	ENST00000436283
CDYL	ENST00000397588
RP11-428J1.2	ENST00000404109
RPP40	ENST00000380051
LYRM4-AS1	ENST00000661080
RP11-428J1.4	ENST00000606227
RP11-530A18.1	ENST00000405549
RP11-428J1.6	ENST00000655309
PPP1R3G	ENST00000405617
LYRM4	ENST00000330636
FARS2	ENST00000274680
RP3-520B18.1	ENST00000402778
RP1-232P20.1	ENST00000602674
HNRNPA1P37	ENST00000404243
RP1-256G22.2	ENST00000602500
RP1-182O16.1	ENST00000407959
RP1-182O16.2	ENST00000403053
RP3-380B8.4	ENST00000454882
PKMP5	ENST00000454707
NRN1	ENST00000244766
F13A1	ENST00000264870
LY86-AS1	ENST00000429345
SNAPC5P1	ENST00000403621
RP1-23O21.2	ENST00000649026
CNN3P1	ENST00000401596
LY86	ENST00000230568
RP1-80N2.3	ENST00000563225
RP1-80N2.4	ENST00000623345
RP1-80N2.2	ENST00000656346
RP1-80N2.5	ENST00000663164
RP3-470L22.2	ENST00000655459
RP3-470L22.1	ENST00000435429
BTF3P7	ENST00000407097
RP3-429O6.1	ENST00000422310
RP11-556O15.1	ENST00000423568
RREB1	ENST00000379938
RP11-405O10.2	ENST00000451355
RP11-69L16.9	ENST00000657956
RP11-69L16.8	ENST00000650292
RP11-69L16.4	ENST00000379928
SSR1	ENST00000244763
CAGE1	ENST00000502583
RP11-69L16.3	ENST00000404326
RP11-69L16.5	ENST00000407940
RP11-69L16.6	ENST00000419672
RIOK1	ENST00000379834
HNRNPLP1	ENST00000421896
RP11-288G3.3	ENST00000405131
RP11-288G3.4	ENST00000440581
RP3-512B11.3	ENST00000561592
DSP	ENST00000379802
SNRNP48	ENST00000342415
RP3-336K20__B.2	ENST00000456647
BMP6	ENST00000283147
TXNDC5	ENST00000379757
BLOC1S5-TXNDC5	ENST00000439343
RP1-303A1.1	ENST00000405326
PIP5K1P1	ENST00000460661
BLOC1S5	ENST00000397457
EEF1E1-BLOC1S5	ENST00000397456
EEF1E1	ENST00000379715
RP11-203H2.1	ENST00000642149
RP11-203H2.2	ENST00000670476
SLC35B3	ENST00000644923
RP11-354I10.1	ENST00000431369
OFCC1	ENST00000642964
RP3-486D24.1	ENST00000401715
RP11-339A7.1	ENST00000417077
RP1-290I10.2	ENST00000405921
TFAP2A	ENST00000379613
TFAP2A-AS2	ENST00000645232
TFAP2A-AS1	ENST00000420777
RP1-290I10.3	ENST00000420389
RP1-290I10.10	ENST00000647739
LINC00518	ENST00000655125
MIR5689HG	ENST00000366312
MRPL48P1	ENST00000445390
LINC02522	ENST00000431401
RP11-360O19.4	ENST00000413129
RP11-360O19.1	ENST00000401900
GCNT2	ENST00000495262
RP11-360O19.5	ENST00000407436
GCNT2P1	ENST00000379591
RP11-421M1.9	ENST00000649568
C6orf52	ENST00000259983
PAK1IP1	ENST00000379568
TMEM14C	ENST00000229563
TMEM14B-DT	ENST00000659819
RP11-637O19.3	ENST00000480294
TMEM14B	ENST00000379542
RNA5SP203	ENST00000410451
MAK	ENST00000354489
GCM2	ENST00000379491
RP11-637O19.2	ENST00000436249
SYCP2L	ENST00000283141
ELOVL2	ENST00000354666
RP1-62D2.4	ENST00000620852
ELOVL2-AS1	ENST00000661751
SMIM13	ENST00000416247
ERVFRD-1	ENST00000472091
RP4-761I2.5	ENST00000605568
RP3-510L9.1	ENST00000500636
NEDD9	ENST00000379446
RP3-510L9.2	ENST00000664890
RP11-716O23.2	ENST00000665550
RP11-716O23.1	ENST00000669663
THAP12P5	ENST00000405864
TMEM170B	ENST00000379426
RP11-679B17.2	ENST00000607169
ADTRP	ENST00000414691
RP3-413H6.3	ENST00000664082
RP3-413H6.2	ENST00000412132
AMD1P4	ENST00000299540
RP11-456H18.1	ENST00000456036
RP11-456H18.2	ENST00000437559
HIVEP1	ENST00000379388
EDN1	ENST00000379375
SUMO2P12	ENST00000405924
RPL15P3	ENST00000391491
LINC02530	ENST00000457945
PHACTR1	ENST00000332995
RP1-257A7.4	ENST00000606150
RP1-257A7.5	ENST00000606393
TBC1D7	ENST00000379300
GFOD1	ENST00000379287
GFOD1-AS1	ENST00000446001
RPS4XP7	ENST00000406274
SIRT5	ENST00000606117
RP1-223E5.4	ENST00000566170
NOL7	ENST00000451315
RANBP9	ENST00000011619
RP3-503G16.1	ENST00000657577
MCUR1	ENST00000379170
RP3-500L14.2	ENST00000607518
RNF182	ENST00000488300
MRPL35P1	ENST00000404272
RP3-380E11.2	ENST00000427011
CD83	ENST00000379153
RP1-258E1.2	ENST00000650535
RP11-359N11.3	ENST00000658931
RP11-359N11.1	ENST00000455973
LINC01108	ENST00000427276
RP3-448I9.2	ENST00000456440
RP3-448I9.1	ENST00000434947
RP3-365E2.1	ENST00000666857
RP11-330A16.1	ENST00000414740
RP11-146I2.1	ENST00000629853
RP1-190J20.2	ENST00000396909
JARID2-DT	ENST00000607711
JARID2	ENST00000341776
JARID2-AS1	ENST00000441978
DTNBP1	ENST00000344537
RP1-147M19.2	ENST00000664650
ARPC3P5	ENST00000448802
LINC02543	ENST00000451285
RP11-401E14.3	ENST00000621045
MDH1P2	ENST00000408034
MYLIP	ENST00000356840
RP1-13D10.2	ENST00000407522
RP1-13D10.3	ENST00000404531
MRPL42P2	ENST00000403169
GMPR	ENST00000259727
RP3-467D16.3	ENST00000632346
ATXN1	ENST00000436367
RP3-467D16.4	ENST00000683730
ATXN1-AS1	ENST00000423260
RP1-151F17.2	ENST00000606924
RP1-133I17.1	ENST00000654689
RP1-294H2.1	ENST00000654964
RP3-486B10.3	ENST00000654273
STMND1	ENST00000536551
RP1-259A10.2	ENST00000659730
RBM24	ENST00000379052
RP1-273P12.1	ENST00000407586
CAP2	ENST00000229922
RPL7P26	ENST00000333817
SUMO2P13	ENST00000403109
RP11-14H3.7	ENST00000669865
FAM8A1	ENST00000259963
NUP153	ENST00000262077
NUP153-AS1	ENST00000606771
RNA5SP204	ENST00000364545
KIF13A	ENST00000259711
RP3-525L6.2	ENST00000407932
NHLRC1	ENST00000340650
TPMT	ENST00000309983
KDM1B	ENST00000650836
DEK	ENST00000652689
RP11-14J16.1	ENST00000618587
DDX18P3	ENST00000404856
IMPDH1P9	ENST00000407347
RNF144B	ENST00000259939
MIR548A1HG	ENST00000637804
RP11-254A17.1	ENST00000402485
RP11-686D16.1	ENST00000443504
LNC-LBCS	ENST00000653002
RPL5P20	ENST00000403848
RNA5SP205	ENST00000364653
KRT18P38	ENST00000449496
UQCRFS1P3	ENST00000407697
ID4	ENST00000378700
RP4-625H18.4	ENST00000659206
RP1-130G2.1	ENST00000446953
MBOAT1	ENST00000324607
RP11-239H6.2	ENST00000449143
RP1-46C2.3	ENST00000659723
RP1-46C2.1	ENST00000662918
RP1-46C2.2	ENST00000665823
E2F3	ENST00000346618
E2F3-IT1	ENST00000433182
CDKAL1	ENST00000274695
RP3-348I23.3	ENST00000454835
RP3-348I23.2	ENST00000421167
RP11-323B13.2	ENST00000669568
RP1-135L22.1	ENST00000426374
RP1-135L22.2	ENST00000663029
LINC00581	ENST00000652307
AL512380.1	ENST00000637411
RP11-204E9.3	ENST00000637901
SOX4	ENST00000244745
BOLA2P3	ENST00000404566
CASC15	ENST00000671160
RP4-551N11.1	ENST00000624804
NBAT1	ENST00000566912
RP11-524C21.1	ENST00000403247
PRL	ENST00000306482
HDGFL1	ENST00000510882
RP1-309H15.2	ENST00000427775
RP1-309H15.3	ENST00000660833
RP1-209A6.1	ENST00000420572
RP11-108N13.1	ENST00000404015
RP11-439H9.1	ENST00000658716
RP4-810F7.1	ENST00000402635
RP11-440J4.2	ENST00000622029
SPTLC1P2	ENST00000407089
RP1-59B16.1	ENST00000405827
HNRNPA1P58	ENST00000403629
NRSN1	ENST00000378491
DCDC2	ENST00000378454
KAAG1	ENST00000274766
MRS2	ENST00000378386
GPLD1	ENST00000230036
ALDH5A1	ENST00000357578
KIAA0319	ENST00000378214
KRT8P43	ENST00000406052
TDP2	ENST00000378198
ACOT13	ENST00000230048
RP1-30M3.5	ENST00000607014
C6orf62	ENST00000378119
RP1-30M3.6	ENST00000606921
LINC02828	ENST00000665572
RP3-369A17.2	ENST00000407157
GMNN	ENST00000230056
ARMH2	ENST00000565469
RP3-369A17.6	ENST00000562221
RIPOR2	ENST00000643898
MTCO2P33	ENST00000402100
PPIAP29	ENST00000414949
RP11-367G6.4	ENST00000666473
ASS1P1	ENST00000402854
RP3-425P12.5	ENST00000428903
RP3-425P12.1	ENST00000416595
RP3-425P12.6	ENST00000648291
CMAHP	ENST00000377993
RP3-425P12.4	ENST00000405676
RP11-191A15.1	ENST00000573276
RP11-191A15.2	ENST00000407885
RP11-191A15.4	ENST00000401481
KATNBL1P5	ENST00000605015
RP3-522P13.1	ENST00000493462
RP3-522P13.2	ENST00000397093
CARMIL1	ENST00000329474
RP3-501N12.2	ENST00000662203
SCGN	ENST00000377961
PRELID1P2	ENST00000407805
H2AC1	ENST00000297012
H2BC1	ENST00000274764
H2BC2P	ENST00000369177
H2AC2P	ENST00000406683
SLC17A4	ENST00000377905
SLC17A1	ENST00000244527
SLC17A3	ENST00000397060
H2AC3P	ENST00000454426
H2BP5	ENST00000614873
SLC17A2	ENST00000377850
TRIM38	ENST00000357085
U91328.21	ENST00000608931
U91328.19	ENST00000606723
U91328.22	ENST00000608919
H3P26	ENST00000437528
H1-1	ENST00000244573
H3C1	ENST00000613854
H4C1	ENST00000617569
H3C2	ENST00000621411
H2AC4	ENST00000615868
H2BC3	ENST00000615966
H2AC5P	ENST00000454320
H3C3	ENST00000612966
H1-2	ENST00000343677
HFE	ENST00000357618
H4C3	ENST00000377803
H1-6	ENST00000338379
H2BC4	ENST00000314332
H2AC6	ENST00000377791
H1-4	ENST00000304218
H2BC5	ENST00000289316
RP1-221C16.8	ENST00000635439
LARP1P1	ENST00000407692
H2BC6	ENST00000614097
H4C4	ENST00000614247
H1-12P	ENST00000404269
RP1-34B20.21	ENST00000635200
H3C4	ENST00000356476
H2AC7	ENST00000341023
