UCSC	Symbol	Refseq	Ensembl
uc021tih.1	C16orf97	NM_001242473	ENST00000562818
uc002egu.2	LINC00919	NR_038233	ENST00000561513
uc002egw.2	TOX3	NM_001080430	ENST00000219746
uc002egx.3	LINC00918	NR_033920	ENST00000510238
uc002egy.3	CHD9	NM_025134	ENST00000566029
uc021tik.1	LOC643802	NM_001207030	ENST00000565421
uc002ehi.4	RBL2	NM_005611	ENST00000262133
uc002ehl.3	AKTIP	NM_022476	ENST00000394657
uc002ehp.3	RPGRIP1L	NM_015272	ENST00000262135
uc002ehr.3	FTO	NM_001080432	ENST00000471389
uc002eht.1	IRX3	NM_024336	ENST00000329734
uc002ehu.3	CRNDE	NR_034105	ENST00000502066
uc002ehv.3	IRX5	NM_005853	ENST00000394636
uc002ehy.3	IRX6	NM_024335	ENST00000290552
uc002ehz.4	MMP2	NM_004530	ENST00000219070
uc002eie.4	LPCAT2	NM_017839	ENST00000262134
uc002eid.1	CAPNS2	NM_032330	ENST00000457326
uc021tio.1	SLC6A2	NM_001172504	ENST00000219833
uc021tiq.1	CES1P2	NR_033740	ENST00000566467
uc002eil.3	CES1	NM_001025195	ENST00000360526
uc021tir.1	CES5A	NM_001190158	ENST00000521992
uc002eis.1	LOC283856	NR_027078	ENST00000501259
uc002eit.4	GNAO1	NM_138736	ENST00000262494
uc002eiv.2	DKFZP434H168	NR_026889	ENST00000567381
uc021tis.1	MIR3935	NR_037499	ENST00000583472
uc002eiy.4	AMFR	NM_001144	ENST00000290649
uc002eja.3	NUDT21	NM_007006	ENST00000300291
uc002ejb.3	OGFOD1	NM_018233	ENST00000566157
uc002ejd.2	BBS2	NM_031885	ENST00000245157
uc002eje.1	MT4	NM_032935	ENST00000219162
uc002ejf.3	MT3	NM_005954	ENST00000200691
uc002ejh.3	MT2A	NM_005953	ENST00000245185
uc002ejj.4	MT1L	NR_001447	ENST00000565768
uc002ejl.3	MT1E	NM_175617	ENST00000306061
uc002ejn.3	MT1M	NM_176870	ENST00000379818
uc002ejq.3	MT1A	NM_005946	ENST00000290705
uc010vhf.2	MT1DP	NR_003658	ENST00000463480
uc002ejs.3	MT1B	NM_005947	ENST00000334346
uc002ejt.3	MT1F	NM_005949	ENST00000334350
uc002eju.1	MT1G	NM_005950	ENST00000444837
uc002ejw.3	MT1H	NM_005951	ENST00000332374
uc010ccj.1	MT1IP	NR_003669	n/a
uc002ejy.3	MT1X	NM_005952	ENST00000394485
uc002eka.3	NUP93	NM_014669	ENST00000308159
uc002ekc.3	MIR138-2	NR_029680	ENST00000384916
uc002ekd.4	SLC12A3	NM_000339	ENST00000438926
uc002eke.2	HERPUD1	NM_014685	ENST00000439977
uc002eki.2	CETP	NM_000078	ENST00000200676
uc021tiu.1	NLRC5	NM_032206	ENST00000262510
uc002eks.2	CPNE2	NM_152727	ENST00000290776
uc021tiy.1	FAM192A	NM_024946	ENST00000309137
uc002elb.3	RSPRY1	NM_133368	ENST00000394420
uc002elf.1	ARL2BP	NM_012106	ENST00000219204
uc002elg.2	PLLP	NM_015993	ENST00000219207
uc002elh.3	CCL22	NM_002990	ENST00000219235
uc002eli.3	CX3CL1	NM_002996	ENST00000006053
uc002elj.1	CCL17	NM_002987	ENST00000219244
uc002ell.1	CIAPIN1	NM_020313	ENST00000394391
uc002elq.3	COQ9	NM_020312	ENST00000262507
uc002elt.1	POLR2C	NM_032940	ENST00000219252
uc002elv.4	DOK4	NM_018110	ENST00000340099
uc002elw.3	CCDC102A	NM_033212	ENST00000258214
uc002ely.3	GPR114	NM_153837	ENST00000340339
uc002emb.2	GPR56	NM_005682	ENST00000568908
uc002emh.3	GPR97	NM_170776	ENST00000333493
uc002emi.3	CCDC135	NM_032269	ENST00000360716
uc002eml.1	KATNB1	NM_005886	ENST00000379661
uc002emp.3	KIFC3	NM_005550	ENST00000379655
uc031qwi.1	LOC388282	NM_001278081	ENST00000564282
uc002emt.2	CNGB1	NM_001297	ENST00000564448
uc002emv.4	TEPP	NM_199046	ENST00000290871
uc002emx.1	ZNF319	NM_020807	ENST00000299237
uc002emz.3	USB1	NM_024598	ENST00000219281
uc002ena.3	MMP15	NM_002428	ENST00000219271
uc002enb.1	C16orf80	NM_013242	ENST00000262498
uc002enc.3	CSNK2A2	NM_001896	ENST00000262506
uc002ene.3	CCDC113	NM_014157	ENST00000219299
uc002enf.3	PRSS54	NM_001080492	ENST00000219301
uc010cdj.3	GINS3	NM_001126129	ENST00000318129
uc002enk.3	NDRG4	NM_020465	ENST00000258187
uc002ens.3	SETD6	NM_001160305	ENST00000394266
uc002env.4	CNOT1	NM_016284	ENST00000317147
uc002eny.1	SNORA46	NR_002978	ENST00000384762
uc002eoa.1	SNORA50	NR_002980	ENST00000384225
uc002eod.1	SLC38A7	NM_018231	ENST00000219320
uc002eof.1	GOT2	NM_002080	ENST00000245206
uc021tji.2	LOC644649	NR_028471	ENST00000564761
uc002eog.2	CDH8	NM_001796	ENST00000577390
uc002eoi.3	CDH11	NM_001797	ENST00000268603
uc002eol.1	LINC00922	NR_027755	ENST00000569736
uc002eom.4	CDH5	NM_001795	ENST00000341529
uc002eoo.2	LINC00920	NR_046242	ENST00000499966
uc021tjl.1	BEAN1	NM_001178020	ENST00000562849
uc002eos.3	TK2	NM_004614	ENST00000299697
uc002epr.4	CMTM1	NM_052999	ENST00000379500
uc002eps.4	CMTM1	NM_001202509	ENST00000533915
uc002ept.3	CMTM2	NM_144673	ENST00000268595
uc002epv.3	CMTM3	NM_144601	ENST00000361909
uc002epz.3	CMTM4	NM_178818	ENST00000330687
uc002eqb.1	DYNC1LI2	NM_006141	ENST00000258198
uc010viv.2	CCDC79	NM_001136505	ENST00000433154
uc002eqf.3	NAE1	NM_003905	ENST00000290810
uc002eqi.3	CA7	NM_005182	ENST00000338437
uc002eqk.2	PDP2	NM_020786	ENST00000311765
uc002eql.3	CDH16	NM_004062	ENST00000299752
uc002eqo.2	RRAD	NM_004165	ENST00000420652
uc021tjy.2	FAM96B	NM_016062	ENST00000422424
uc002eqr.3	CES2	NM_003869	ENST00000317091
uc002eqt.3	CES3	NM_024922	ENST00000303334
uc010vix.2	CES4A	NM_173815	ENST00000540947
uc002erb.3	CBFB	NM_022845	ENST00000290858
uc002erd.3	C16orf70	NM_025187	ENST00000219139
uc002erf.3	B3GNT9	NM_033309	ENST00000449549
uc002eri.1	TRADD	NM_003789	ENST00000345057
uc002erk.1	FBXL8	NM_018378	ENST00000258200
uc002erl.2	HSF4	NM_001040667	ENST00000264009
uc010vjd.3	NOL3	NM_001185057	ENST00000432069
uc002ert.3	KIAA0895L	NM_001040715	ENST00000290881
uc002erx.1	EXOC3L1	NM_178516	ENST00000314586
uc002erz.3	E2F4	NM_001950	ENST00000379378
uc002esa.3	ELMO3	NM_024712	ENST00000393997
uc010vjf.1	MIR328	NR_029887	ENST00000385213
uc002esf.3	LRRC29	NM_001004055	ENST00000409509
uc002esi.2	TMEM208	NM_014187	ENST00000304800
uc002esl.3	FHOD1	NM_013241	ENST00000258201
uc002esm.3	SLC9A5	NM_004594	ENST00000299798
uc010cef.3	PLEKHG4	NM_001129728	ENST00000360461
uc002esu.2	KCTD19	NM_001100915	ENST00000304372
uc002esv.3	LRRC36	NM_018296	ENST00000329956
uc002etb.3	TPPP3	NM_015964	ENST00000393957
uc010vjm.2	ZDHHC1	NM_013304	ENST00000348579
uc002etd.3	HSD11B2	NM_000196	ENST00000326152
uc002ete.1	ATP6V0D1	NM_004691	ENST00000290949
uc002etg.1	AGRP	NM_001138	ENST00000290953
uc010vjp.2	FAM65A	NM_001193523	ENST00000540839
uc002etl.3	CTCF	NM_006565	ENST00000264010
uc002etn.3	RLTPR	NM_001013838	ENST00000334583
uc002etq.4	ACD	NM_001082486	ENST00000219251
uc002ett.3	PARD6A	NM_016948	ENST00000458121
uc002etw.1	ENKD1	NM_032140	ENST00000243878
uc002ety.3	C16orf86	NM_001012984	ENST00000403458
uc002eub.3	GFOD2	NM_030819	ENST00000268797
uc002eud.3	RANBP10	NM_020850	ENST00000317506
uc002euj.3	TSNAXIP1	NM_018430	ENST00000388833
uc002eun.4	CENPT	NM_025082	ENST00000562787
uc002euo.3	THAP11	NM_020457	ENST00000303596
uc002eup.3	NUTF2	NM_005796	ENST00000219169
uc002eur.3	EDC4	NM_014329	ENST00000358933
uc002euu.3	NRN1L	NM_198443	ENST00000339176
uc002euv.3	PSKH1	NM_006742	ENST00000291041
uc002euw.3	CTRL	NM_001907	ENST00000574481
uc002eux.2	PSMB10	NM_002801	ENST00000575231
uc002euy.1	LCAT	NM_000229	ENST00000264005
uc010ceu.2	SLC12A4	NM_001145963	ENST00000422611
uc002evc.4	DPEP3	NM_022357	ENST00000268793
uc002eve.4	DPEP2	NM_022355	ENST00000412757
uc002evh.2	DDX28	NM_018380	ENST00000332395
uc002evj.4	DUS2L	NM_001271762	ENST00000565263
uc002evo.2	NFATC3	NM_173165	ENST00000349223
uc002evq.1	ESRP2	NM_024939	ENST00000473183
uc002evr.3	PLA2G15	NM_012320	ENST00000219345
uc002evu.2	SLC7A6	NM_003983	ENST00000219343
uc002evw.2	SLC7A6OS	NM_032178	ENST00000561933
uc002evy.2	PRMT7	NM_019023	ENST00000339507
uc002ewa.3	SMPD3	NM_018667	ENST00000219334
uc002ewe.3	ZFP90	NM_133458	ENST00000398253
uc002ewf.2	CDH3	NM_001793	ENST00000264012
uc002ewg.1	CDH1	NM_004360	ENST00000261769
uc002ewi.4	TANGO6	NM_024562	ENST00000261778
uc010cfh.3	HAS3	NM_001199280	ENST00000306560
uc002ewo.2	CHTF8	NR_033227	ENST00000306585
uc002ewn.2	CHTF8	NM_001040146	ENST00000306585
uc002ews.4	CIRH1A	NM_032830	ENST00000314423
uc002ewu.3	SNTB2	NM_006750	ENST00000336278
uc002eww.3	VPS4A	NM_013245	ENST00000254950
uc002ewx.1	PDF	NM_022341	ENST00000288022
uc002ewy.2	COG8	NM_032382	ENST00000306875
uc002exa.3	NIP7	NM_016101	ENST00000254940
uc002exc.2	TMED6	NM_144676	ENST00000288025
uc002exd.4	TERF2	NM_005652	ENST00000254942
uc002exg.1	CYB5B	NM_030579	ENST00000307892
uc021tkh.1	MIR1538	NR_031719	ENST00000411177
uc002exl.2	NFAT5	NM_138713	ENST00000432919
uc002exp.3	NQO1	NM_000903	ENST00000320623
uc002exs.4	NOB1	NM_014062	ENST00000268802
uc002exv.2	WWP2	NM_001270454	ENST00000359154
uc002exx.1	MIR140	NR_029681	ENST00000385282
uc010vlo.3	CLEC18A	NM_001136214	ENST00000288040
uc021tki.1	MIR1972-1	NR_036265	ENST00000458813
uc002eyf.1	PDPR	NM_017990	ENST00000288050
uc002eyl.1	LOC100506060	NR_033959	ENST00000581050
uc002eym.1	EXOSC6	NM_058219	ENST00000435634
uc002eyn.1	AARS	NM_001605	ENST00000261772
uc002eyo.4	DDX19B	NM_007242	ENST00000288071
uc002eyt.3	LOC100506083	NR_039997	ENST00000562077
uc002eyx.2	ST3GAL2	NM_006927	ENST00000342907
uc002eyy.3	FUK	NM_145059	ENST00000288078
uc002ezc.3	COG4	NM_015386	ENST00000323786
uc002ezf.3	SF3B3	NM_012426	ENST00000302516
uc010cfv.2	SNORD111B	NR_037420	ENST00000408587
uc002ezg.1	SNORD111	NR_003079	ENST00000408139
uc002ezh.2	IL34	NM_152456	ENST00000429149
uc002ezj.3	MTSS1L	NM_138383	ENST00000338779
uc002ezm.3	VAC14	NM_018052	ENST00000261776
uc002ezp.2	VAC14-AS1	NR_034083	ENST00000562507
uc031qwy.1	HYDIN	NM_001270974	ENST00000393567
uc010cga.3	FTSJD1	NM_001099642	ENST00000434935
uc002faa.4	CALB2	NM_001740	ENST00000302628
uc002faf.3	ZNF23	NM_145911	ENST00000393539
uc002fam.1	ZNF19	NM_006961	ENST00000288177
uc002fao.3	CHST4	NM_001166395	ENST00000539698
uc002fap.2	TAT	NM_000353	ENST00000355962
uc002fat.4	MARVELD3	NM_052858	ENST00000268485
uc002fax.3	PHLPP2	NM_015020	ENST00000356272
uc021tkx.1	SNORA70D	NR_033337	ENST00000578836
uc010cgg.3	AP1G1	NM_001128	ENST00000299980
uc002fbc.1	SNORD71	NR_003059	ENST00000411292
uc002fbd.3	ATXN1L	NM_001137675	ENST00000427980
uc021tlb.1	ZNF821	NM_001201552	ENST00000425432
uc002fbm.2	IST1	NM_001270975	ENST00000378799
uc010vmm.2	PKD1L3	NM_181536	ENST00000534738
uc002fbp.3	DHODH	NM_001361	ENST00000219240
uc002fbr.4	HP	NM_005143	ENST00000355906
uc002fby.3	HPR	NM_020995	ENST00000540303
uc010vmn.2	TXNL4B	NM_001142317	ENST00000423037
uc002fcb.3	DHX38	NM_014003	ENST00000268482
uc002fcd.3	PMFBP1	NM_031293	ENST00000237353
uc002fck.3	ZFHX3	NM_006885	ENST00000268489
uc010vmq.2	HCCAT5	NR_027756	ENST00000569990
uc002fcq.3	PSMD7	NM_002811	ENST00000219313
uc002fct.3	CLEC18B	NM_001011880	ENST00000339953
uc002fcx.3	GLG1	NM_012201	ENST00000205061
uc002fda.3	RFWD3	NM_018124	ENST00000361070
uc002fdb.2	MLKL	NM_152649	ENST00000308807
uc002fde.2	FA2H	NM_024306	ENST00000219368
uc002fdh.1	WDR59	NM_030581	ENST00000262144
uc002fdl.1	ZNRF1	NM_032268	ENST00000335325
uc002fdm.3	LDHD	NM_153486	ENST00000300051
uc002fdo.3	ZFP1	NM_153688	ENST00000393430
uc002fdr.3	CTRB2	NM_001025200	ENST00000303037
uc002fds.3	CTRB1	NM_001906	ENST00000361017
uc010vnb.2	BCAR1	NM_001170714	ENST00000418647
uc002fdy.3	CFDP1	NM_006324	ENST00000283882
uc002fee.1	TMEM170A	NM_145254	ENST00000568559
uc002fef.3	CHST6	NM_021615	ENST00000332272
uc002fei.3	CHST5	NM_024533	ENST00000336257
uc002fek.4	TMEM231	NM_001077416	ENST00000568377
uc002fen.3	GABARAPL2	NM_007285	ENST00000037243
uc002feo.2	ADAT1	NM_012091	ENST00000566445
uc002fer.3	KARS	NM_001130089	ENST00000319410
uc002fet.2	TERF2IP	NM_018975	ENST00000300086
uc010chb.1	CNTNAP4	NM_138994	ENST00000469589
uc021tln.1	MIR4719	NR_039870	ENST00000585233
uc002fez.3	MON1B	NM_014940	ENST00000248248
uc010vnh.1	SYCE1L	NM_001129979	ENST00000378644
uc002ffc.4	ADAMTS18	NM_199355	ENST00000282849
uc010chd.3	NUDT7	NM_001105663	ENST00000268533
uc002ffg.1	VAT1L	NM_020927	ENST00000302536
uc002ffh.5	CLEC3A	NM_005752	ENST00000299642
uc002ffk.3	WWOX	NM_016373	ENST00000566780
uc002ffm.3	MAF	NM_005360	ENST00000326043
uc002ffo.3	DYNLRB2	NM_130897	ENST00000305904
uc002ffs.3	CDYL2	NM_152342	ENST00000570137
uc002ffu.3	CMC2	NM_020188	ENST00000219400
uc002ffy.4	CENPN	NM_001100625	ENST00000305850
uc002ffz.1	ATMIN	NM_015251	ENST00000299575
uc002fgc.4	C16orf46	NM_152337	ENST00000299578
uc002fgd.3	GCSH	NM_004483	ENST00000315467
uc002fgj.3	PKD1L2	NM_001076780	ENST00000337114
uc002fgn.1	BCMO1	NM_017429	ENST00000258168
uc002fgo.3	GAN	NM_022041	ENST00000568107
uc021tls.1	MIR4720	NR_039871	ENST00000581455
uc002fgp.3	CMIP	NM_198390	ENST00000537098
uc021tlt.1	LOC100129617	NR_045112	n/a
uc002fgt.3	PLCG2	NM_002661	ENST00000359376
uc002fgu.3	SDR42E1	NM_145168	ENST00000328945
uc002fgv.3	HSD17B2	NM_002153	ENST00000199936
uc002fgw.3	MPHOSPH6	NM_005792	ENST00000258169
uc010vns.2	CDH13	NM_001220488	ENST00000566620
uc021tlx.1	MIR3182	NR_036147	ENST00000580839
uc002fgy.2	HSBP1	NM_001537	ENST00000433866
uc002fgz.3	MLYCD	NM_012213	ENST00000262430
uc002fhc.3	OSGIN1	NM_182981	ENST00000393306
uc002fhd.3	NECAB2	NM_019065	ENST00000305202
uc002fhg.1	SLC38A8	NM_001080442	ENST00000299709
uc002fhi.3	MBTPS1	NM_003791	ENST00000343411
uc002fhk.2	HSDL1	NM_031463	ENST00000219439
uc002fhl.4	DNAAF1	NM_178452	ENST00000570298
uc010vnx.2	TAF1C	NM_001243156	ENST00000564774
uc002fhr.2	ADAD2	NM_001145400	ENST00000268624
uc010voc.2	KCNG4	NM_172347	ENST00000308251
uc002fhw.3	WFDC1	NM_021197	ENST00000219454
uc002fhx.3	ATP2C2	NM_014861	ENST00000416219
uc002fib.3	TLDC1	NM_020947	ENST00000343629
uc002fid.3	COTL1	NM_021149	ENST00000262428
uc002fig.3	KLHL36	NM_024731	ENST00000564996
uc002fii.3	USP10	NM_005153	ENST00000540269
uc010voh.1	CRISPLD2	NM_031476	ENST00000262424
uc002fiq.2	ZDHHC7	NM_017740	ENST00000313732
uc002fiu.3	KIAA0513	NM_014732	ENST00000258180
uc021tlz.1	FAM92B	NM_198491	ENST00000539556
uc021tmb.1	LOC400548	NR_033984	n/a
uc021tmc.1	LINC00311	NR_038859	ENST00000366314
uc031qxb.1	MIR5093	NR_049816	ENST00000583199
uc002fix.4	GSE1	NM_014615	ENST00000253458
uc002fja.3	GINS2	NM_016095	ENST00000253462
uc002fjc.4	C16orf74	NM_206967	ENST00000284245
uc021tme.1	MIR1910	NR_031731	ENST00000410258
uc002fjd.3	EMC8	NM_006067	ENST00000253457
uc002fje.3	COX4I1	NM_001861	ENST00000568339
uc002fjh.3	IRF8	NM_002163	ENST00000268638
uc021tmf.1	LOC146513	NR_038438	ENST00000599486
uc002fjj.2	LINC00917	NR_024406	ENST00000601556
uc021tmg.1	FENDRR	NR_033925	ENST00000595886
uc002fjl.3	FOXF1	NM_001451	ENST00000262426
uc010vor.2	MTHFSD	NM_001159378	ENST00000322911
uc010vos.1	FLJ30679	NR_026674	n/a
uc002fjq.3	FOXC2	NM_005251	ENST00000320354
uc002fjr.3	FOXL1	NM_005250	ENST00000320241
uc021tmh.1	C16orf95	NM_001195124	ENST00000567970
uc002fjw.3	FBXO31	NM_024735	ENST00000311635
uc002fjx.3	MAP1LC3B	NM_022818	ENST00000268607
uc002fjz.1	ZCCHC14	NM_015144	ENST00000268616
uc002fkd.4	JPH3	NM_020655	ENST00000284262
uc002fki.3	KLHDC4	NM_017566	ENST00000270583
uc002fkm.3	SLC7A5	NM_003486	ENST00000261622
uc002fkn.1	CA5A	NM_001739	ENST00000309893
uc010vow.2	BANP	NM_001173539	ENST00000286122
uc002fku.2	ZNF469	NM_001127464	ENST00000437464
uc002fkv.3	ZFPM1	NM_153813	ENST00000319555
uc031qxh.1	MIR5189	NR_049821	ENST00000577370
uc002fky.3	ZC3H18	NM_144604	ENST00000301011
uc002fla.3	IL17C	NM_013278	ENST00000244241
uc002flb.4	CYBA	NM_000101	ENST00000261623
uc002flg.1	MVD	NM_002461	ENST00000301012
uc010chy.3	SNAI3-AS1	NR_024402	ENST00000563475
uc002flj.3	SNAI3	NM_178310	ENST00000332281
uc002flk.3	RNF166	NM_178841	ENST00000312838
uc002flm.3	CTU2	NM_001012759	ENST00000453996
uc010vpb.2	PIEZO1	NM_001142864	ENST00000301015
uc021tmp.1	MIR4722	NR_039873	ENST00000578292
uc002flu.3	CDT1	NM_030928	ENST00000301019
uc002flv.3	APRT	NM_000485	ENST00000378364
uc002fly.4	GALNS	NM_000512	ENST00000268695
uc002fmc.3	TRAPPC2L	NM_016209	ENST00000301021
uc010vpe.2	PABPN1L	NM_001080487	ENST00000419291
uc002fmm.2	CBFA2T3	NM_005187	ENST00000268679
uc010cig.2	ACSF3	NM_001127214	ENST00000317447
uc002fms.3	LINC00304	NR_024347	ENST00000321214
uc031qxk.1	LOC400558	NR_046200	ENST00000378340
uc002fmt.3	CDH15	NM_004933	ENST00000289746
uc021tmr.1	SLC22A31	NM_001242757	ENST00000562855
uc021tms.1	ZNF778	NM_001201407	ENST00000433976
uc002fnc.2	ANKRD11	NM_001256183	ENST00000301030
uc010vpi.2	LOC100287036	NM_001242885	ENST00000562995
uc002fnj.3	SPG7	NM_003119	ENST00000268704
uc002fnm.2	RPL13	NM_000977	ENST00000311528
uc010cim.1	SNORD68	NR_002450	ENST00000563749
uc002fnq.3	CPNE7	NM_153636	ENST00000268720
uc002fnr.4	DPEP1	NM_004413	ENST00000393092
uc002fnu.4	CHMP1A	NM_002768	ENST00000397901
uc010vpk.2	C16orf55	NM_001271907	ENST00000301031
uc010cio.3	CDK10	NM_052988	ENST00000353379
uc002foj.3	SPATA2L	NM_152339	ENST00000289805
uc002fom.1	VPS9D1	NM_004913	ENST00000389386
uc002fos.4	ZNF276	NM_001113525	ENST00000289816
uc002fou.1	FANCA	NM_000135	ENST00000389301
uc002foz.1	SPIRE2	NM_032451	ENST00000378247
uc002fpb.2	TCF25	NM_014972	ENST00000263346
uc002fph.2	TUBB3	NM_006086	ENST00000315491
uc002fpn.2	DEF8	NM_207514	ENST00000268676
uc002fpr.3	CENPBD1	NM_145039	ENST00000314994
uc002fqe.1	DBNDD1	NM_024043	ENST00000304733
uc002fqi.1	GAS8	NM_001481	ENST00000268699
uc002fqk.1	C16orf3	NM_001214	ENST00000408886
uc010cjd.3	LOC100130015	NR_027336	ENST00000517889
uc010cje.3	PRDM7	NM_001098173	ENST00000407825
uc010vpx.1	DOC2B	NM_003585	ENST00000343572
uc021tmx.1	RPH3AL	NM_001190411	ENST00000331302
uc021tmz.1	LOC100506388	NM_001242780	ENST00000570711
uc021tna.1	C17orf97	NM_001013672	ENST00000360127
uc002frj.3	FAM101B	NM_182705	ENST00000329099
uc010cjo.2	VPS53	NM_001128159	ENST00000437048
uc002frp.3	FAM57A	NM_024792	ENST00000308278
uc002frs.1	GEMIN4	NM_015721	ENST00000319004
uc010vqb.2	DBIL5P	NR_024120	ENST00000536214
uc002fru.3	GLOD4	NM_016080	ENST00000301329
uc002frw.3	RNMTL1	NM_018146	ENST00000304478
uc002fsa.3	NXN	NM_022463	ENST00000336868
uc002fsb.2	NXN	NM_001205319	ENST00000575455
uc002fsc.3	TIMM22	NM_013337	ENST00000327158
uc002fsd.4	ABR	NM_021962	ENST00000302538
uc021tnb.1	MIR3183	NR_036148	ENST00000578566
uc021tnd.1	BHLHA9	NM_001164405	ENST00000391429
uc002fsi.1	TUSC5	NM_172367	ENST00000333813
uc002fsj.3	YWHAE	NM_006761	ENST00000264335
uc002fsl.3	CRK	NM_016823	ENST00000300574
uc002fsp.3	MYO1C	NM_001080779	ENST00000359786
uc002fsr.3	INPP5K	NM_016532	ENST00000421807
uc021tne.1	PITPNA-AS1	NR_028514	ENST00000425081
uc021tnf.1	PITPNA	NM_006224	ENST00000313486
uc002fsv.3	SLC43A2	NM_152346	ENST00000301335
uc002fsz.2	SCARF1	NM_003693	ENST00000263071
uc002ftd.3	RILP	NM_031430	ENST00000301336
uc002fte.3	PRPF8	NM_006445	ENST00000304992
uc021tnh.1	TLCD2	NM_001164407	ENST00000330676
uc021tnj.1	MIR22HG	NR_028502	ENST00000574306
uc002ftj.2	WDR81	NM_001163809	ENST00000409644
uc002ftk.1	SERPINF2	NM_000934	ENST00000324015
uc002ftl.3	SERPINF1	NM_002615	ENST00000254722
uc002ftm.4	SMYD4	NM_052928	ENST00000305513
uc002fto.2	RPA1	NM_002945	ENST00000254719
uc002ftp.3	RTN4RL1	NM_178568	ENST00000331238
uc002fts.3	DPH1	NM_001383	ENST00000263083
uc002ftx.3	OVCA2	NM_080822	ENST00000572195
uc010vqt.1	MIR132	NR_029674	ENST00000591554
uc010vqu.1	MIR212	NR_029625	ENST00000586026
uc010cjy.3	HIC1	NM_001098202	ENST00000322941
uc002fub.1	SMG6	NM_017575	ENST00000263073
uc002fue.1	SRR	NM_021947	ENST00000344595
uc002fuj.3	TSR1	NM_018128	ENST00000301364
uc002fuk.1	SNORD91B	NR_003073	ENST00000608459
uc002ful.1	SNORD91A	NR_003072	ENST00000609620
uc002fum.4	SGSM2	NM_014853	ENST00000268989
uc002fur.3	MNT	NM_020310	ENST00000174618
uc002fus.3	LOC284009	NR_028335	ENST00000571332
uc002fut.3	METTL16	NM_024086	ENST00000263092
uc002fuw.4	PAFAH1B1	NM_000430	ENST00000397195
uc002fuy.1	CLUH	NM_015229	ENST00000435359
uc021tnr.1	MIR1253	NR_031654	ENST00000408273
uc010ckd.3	RAP1GAP2	NM_015085	ENST00000254695
uc021tns.1	OR1D5	NM_014566	ENST00000575751
uc010vrb.2	OR1D2	NM_002548	ENST00000331459
uc002fvc.1	OR1G1	NM_003555	ENST00000328890
uc002fvd.1	OR1A2	NM_012352	ENST00000381951
uc010vrc.2	OR1A1	NM_014565	ENST00000304094
uc002fvf.3	OR1D4	NR_033795	ENST00000531680
uc002fvg.3	OR3A2	NM_002551	ENST00000408891
uc002fvh.1	OR3A1	NM_002550	ENST00000323404
uc002fvi.2	OR3A4P	NR_024128	ENST00000545655
uc002fvj.1	OR1E1	NM_003553	ENST00000322608
uc010vrd.2	OR3A3	NM_012373	ENST00000291231
uc010vre.2	OR1E2	NM_003554	ENST00000248384
uc002fvn.3	SPATA22	NM_001170697	ENST00000573128
uc002fvq.3	ASPA	NM_000049	ENST00000263080
uc002fvr.3	TRPV3	NM_001258205	ENST00000381913
uc010vrt.2	TRPV1	NM_018727	ENST00000571088
uc002fvz.1	SHPK	NM_013276	ENST00000225519
uc002fwa.3	CTNS	NM_001031681	ENST00000046640
uc002fwc.3	TAX1BP3	NM_014604	ENST00000225525
uc002fwg.1	EMC6	NM_001014764	ENST00000397133
uc002fwi.3	P2RX5	NM_002561	ENST00000225328
uc002fwo.4	ITGAE	NM_002208	ENST00000263087
uc002fwp.3	GSG2	NM_031965	ENST00000325418
uc010ckl.2	C17orf85	NM_001114118	ENST00000158149
uc002fwt.3	CAMKK1	NM_172206	ENST00000381769
uc002fww.3	P2RX1	NM_002558	ENST00000225538
uc002fwy.2	ATP2A3	NM_174953	ENST00000309890
uc002fxe.3	ZZEF1	NM_015113	ENST00000381638
uc002fxm.4	CYB5D2	NM_144611	ENST00000301391
uc002fxn.3	ANKFY1	NM_001257999	ENST00000341657
uc002fxs.3	UBE2G1	NM_003342	ENST00000396981
uc002fxt.3	SPNS3	NM_182538	ENST00000355530
uc002fxx.2	SPNS2	NM_001124758	ENST00000329078
uc002fxz.4	MYBBP1A	NM_001105538	ENST00000381556
uc002fyd.4	GGT6	NM_001122890	ENST00000301395
uc002fyf.1	SMTNL2	NM_001114974	ENST00000389313
uc002fyh.3	ALOX15	NM_001140	ENST00000570836
uc002fyi.4	PELP1	NM_014389	ENST00000301396
uc031qyb.1	LOC101559451	NR_103482	ENST00000497885
uc002fyl.3	ARRB2	NM_001257330	ENST00000269260
uc002fyp.3	MED11	NM_001001683	ENST00000293777
uc002fyr.4	CXCL16	NM_022059	ENST00000293778
uc002fyu.3	ZMYND15	NM_001267822	ENST00000433935
uc002fyw.1	TM4SF5	NM_003963	ENST00000270560
uc002fyx.3	VMO1	NM_182566	ENST00000328739
uc002fza.2	GLTPD2	NM_001014985	ENST00000331264
uc002fzb.4	PSMB6	NM_002798	ENST00000270586
uc002fzc.3	PLD2	NM_002663	ENST00000263088
uc010vsl.2	MINK1	NM_153827	ENST00000355280
uc002fzk.1	CHRNE	NM_000080	ENST00000293780
uc002fzl.3	C17orf107	NM_001145536	ENST00000381365
uc021tnz.1	GP1BA	NM_000173	ENST00000329125
uc002fzo.2	SLC25A11	NM_003562	ENST00000225665
uc002fzs.3	RNF167	NM_015528	ENST00000262482
uc002gaa.4	PFN1	NM_005022	ENST00000225655
uc002gab.4	ENO3	NM_053013	ENST00000323997
uc002gae.3	SPAG7	NM_004890	ENST00000206020
