Gene Symbol	Transcript	Source	Matches Old Trx 
SNORD149	NR_145785	LongestTrx	N
SNORD14A	NR_000022	LongestTrx	N
SNORD14B	NR_001452	LongestTrx	N
SNORD14C	NR_001453	LongestTrx	N
SNORD14D	NR_001454	LongestTrx	N
SNORD14E	NR_003125	LongestTrx	N
SNORD150	NR_145809	LongestTrx	N
SNORD151	NR_145813	LongestTrx	N
SNORD152	NR_145800	LongestTrx	N
SNORD153	NR_145790	LongestTrx	N
SNORD154	NR_145814	LongestTrx	N
SNORD155	NR_145779	LongestTrx	N
SNORD156	NR_145788	LongestTrx	N
SNORD157	NR_145781	LongestTrx	N
SNORD158	NR_145811	LongestTrx	N
SNORD15A	NR_000005	LongestTrx	Y
SNORD15B	NR_000025	LongestTrx	Y
SNORD16	NR_002440	LongestTrx	Y
SNORD160	NR_145793	LongestTrx	N
SNORD161	NR_145782	LongestTrx	N
SNORD162	NR_145783	LongestTrx	N
SNORD163	NR_145787	LongestTrx	N
SNORD164	NR_145794	LongestTrx	N
SNORD165	NR_145804	LongestTrx	N
SNORD166	NR_145796	LongestTrx	N
SNORD167	NR_145806	LongestTrx	N
SNORD168	NR_145799	LongestTrx	N
SNORD169	NR_145786	LongestTrx	N
SNORD17	NR_003045	LongestTrx	Y
SNORD170	NR_145815	LongestTrx	N
SNORD173	NR_145795	LongestTrx	N
SNORD175	NR_145805	LongestTrx	N
SNORD18A	NR_002441	LongestTrx	Y
SNORD18B	NR_002442	LongestTrx	Y
SNORD18C	NR_002443	LongestTrx	N
SNORD19	NR_003047	LongestTrx	Y
SNORD19B	NR_003687	LongestTrx	Y
SNORD19C	NR_145744	LongestTrx	N
SNORD1A	NR_004395	LongestTrx	Y
SNORD1B	NR_004396	LongestTrx	Y
SNORD1C	NR_004397	LongestTrx	N
SNORD2	NR_002587	LongestTrx	Y
SNORD20	NR_002908	LongestTrx	Y
SNORD21	NR_000006	LongestTrx	Y
SNORD22	NR_000008	LongestTrx	N
SNORD23	NR_003048	LongestTrx	Y
SNORD24	NR_002447	LongestTrx	Y
SNORD25	NR_002565	LongestTrx	N
SNORD26	NR_002564	LongestTrx	N
SNORD27	NR_002563	LongestTrx	N
SNORD28	NR_002562	LongestTrx	Y
SNORD28B	NR_145751	LongestTrx	N
SNORD29	NR_002559	LongestTrx	N
SNORD30	NR_002561	LongestTrx	Y
SNORD31	NR_002560	LongestTrx	N
SNORD31B	NR_145739	LongestTrx	N
SNORD32A	NR_000021	LongestTrx	Y
SNORD32B	NR_003049	LongestTrx	Y
SNORD33	NR_000020	LongestTrx	Y
SNORD34	NR_000019	LongestTrx	Y
SNORD35A	NR_000018	LongestTrx	Y
SNORD35B	NR_001285	LongestTrx	Y
SNORD36A	NR_002448	LongestTrx	Y
SNORD36B	NR_000017	LongestTrx	Y
SNORD36C	NR_000016	LongestTrx	Y
SNORD37	NR_002602	LongestTrx	Y
SNORD38A	NR_001456	LongestTrx	Y
SNORD38B	NR_001457	LongestTrx	Y
SNORD38C	NR_145715	LongestTrx	N
SNORD38D	NR_145988	LongestTrx	N
SNORD3A	NR_006880	LongestTrx	N
SNORD3C	NR_006881	LongestTrx	N
SNORD3D	NR_006882	LongestTrx	N
SNORD3E	NR_145758	LongestTrx	N
SNORD3F	NR_145737	LongestTrx	N
SNORD3G	NR_145742	LongestTrx	N
SNORD3H	NR_145760	LongestTrx	N
SNORD3J	NR_145740	LongestTrx	N
SNORD3K	NR_145754	LongestTrx	N
SNORD3P3	NR_145983	LongestTrx	N
SNORD41	NR_002751	LongestTrx	Y
SNORD42A	NR_000014	LongestTrx	Y
SNORD42B	NR_000013	LongestTrx	Y
SNORD43	NR_002439	LongestTrx	Y
SNORD44	NR_002750	LongestTrx	Y
SNORD45A	NR_002749	LongestTrx	Y
SNORD45B	NR_002748	LongestTrx	Y
SNORD45C	NR_003042	LongestTrx	Y
SNORD46	NR_000024	LongestTrx	Y
SNORD47	NR_002746	LongestTrx	N
SNORD48	NR_002745	LongestTrx	Y
SNORD49A	NR_002744	LongestTrx	Y
SNORD49B	NR_003043	LongestTrx	Y
SNORD4A	NR_000010	LongestTrx	Y
SNORD4B	NR_000009	LongestTrx	Y
SNORD5	NR_003033	LongestTrx	Y
SNORD50A	NR_002743	LongestTrx	Y
SNORD50B	NR_003044	LongestTrx	Y
SNORD51	NR_002589	LongestTrx	Y
SNORD52	NR_002742	LongestTrx	Y
SNORD53	NR_002741	LongestTrx	Y
SNORD53B	NR_145755	LongestTrx	N
SNORD54	NR_002437	LongestTrx	Y
SNORD55	NR_000015	LongestTrx	Y
SNORD56	NR_002739	LongestTrx	N
SNORD56B	NR_001276	LongestTrx	Y
SNORD57	NR_002738	LongestTrx	N
SNORD58A	NR_002571	LongestTrx	Y
SNORD58B	NR_002572	LongestTrx	N
SNORD58C	NR_003701	LongestTrx	Y
SNORD59A	NR_002737	LongestTrx	Y
SNORD59B	NR_003046	LongestTrx	Y
SNORD6	NR_003036	LongestTrx	N
SNORD60	NR_002736	LongestTrx	Y
SNORD61	NR_002735	LongestTrx	Y
SNORD62A	NR_002914	LongestTrx	Y
SNORD63	NR_002913	LongestTrx	Y
SNORD63B	NR_145752	LongestTrx	N
SNORD64	NR_001294	LongestTrx	N
SNORD65	NR_003054	LongestTrx	Y
SNORD65B	NR_145746	LongestTrx	N
SNORD65C	NR_145734	LongestTrx	N
SNORD66	NR_003055	LongestTrx	Y
SNORD67	NR_003056	LongestTrx	Y
SNORD68	NR_002450	LongestTrx	Y
SNORD69	NR_003057	LongestTrx	Y
SNORD7	NR_003037	LongestTrx	Y
SNORD70	NR_003058	LongestTrx	Y
SNORD70B	NR_145774	LongestTrx	N
SNORD71	NR_003059	LongestTrx	Y
SNORD72	NR_002583	LongestTrx	Y
SNORD73A	NR_000007	LongestTrx	N
SNORD73B	NR_145963	LongestTrx	N
SNORD74	NR_002579	LongestTrx	Y
SNORD74B	NR_145757	LongestTrx	N
SNORD75	NR_003941	LongestTrx	Y
SNORD76	NR_003942	LongestTrx	N
SNORD77	NR_003943	LongestTrx	Y
SNORD77B	NR_145741	LongestTrx	N
SNORD78	NR_003944	LongestTrx	Y
SNORD79	NR_003939	LongestTrx	Y
SNORD8	NR_002916	LongestTrx	Y
SNORD80	NR_003940	LongestTrx	N
SNORD81	NR_003938	LongestTrx	Y
SNORD82	NR_004398	LongestTrx	Y
SNORD83A	NR_000027	LongestTrx	N
SNORD83B	NR_000028	LongestTrx	N
SNORD84	NR_003065	LongestTrx	Y
SNORD86	NR_004399	LongestTrx	N
SNORD87	NR_002598	LongestTrx	Y
SNORD88A	NR_003067	LongestTrx	Y
SNORD88B	NR_003068	LongestTrx	Y
SNORD88C	NR_003069	LongestTrx	Y
SNORD89	NR_003070	LongestTrx	Y
SNORD9	NR_003029	LongestTrx	Y
SNORD90	NR_003071	LongestTrx	Y
SNORD91A	NR_003072	LongestTrx	Y
SNORD91B	NR_003073	LongestTrx	Y
SNORD92	NR_003074	LongestTrx	Y
SNORD93	NR_003075	LongestTrx	Y
SNORD94	NR_004378	LongestTrx	Y
SNORD95	NR_002591	LongestTrx	Y
SNORD96A	NR_002592	LongestTrx	Y
SNORD96B	NR_004379	LongestTrx	Y
SNORD97	NR_004403	LongestTrx	Y
SNORD98	NR_003076	LongestTrx	Y
SNORD99	NR_003077	LongestTrx	Y
SNPH	NM_001318234	MANE	N
SNRK	NM_017719	MANE	N
SNRK-AS1	NR_046757	LongestTrx	Y
SNRNP200	NM_014014	MANE	Y
SNRNP25	NM_024571	MANE	Y
SNRNP27	NM_006857	MANE	Y
SNRNP35	NM_022717	MANE	Y
SNRNP40	NM_004814	MANE	Y
SNRNP48	NM_152551	MANE	Y
SNRNP70	NM_003089	MANE	Y
SNRPA	NM_004596	MANE	Y
SNRPA1	NM_003090	MANE	Y
SNRPB	NM_003091	MANE	N
SNRPB2	NM_003092	MANE	N
SNRPC	NM_003093	MANE	Y
SNRPD1	NM_006938	MANE	Y
SNRPD2	NM_001384647	MANE	N
SNRPD2P2	NR_033826	LongestTrx	Y
SNRPD3	NM_004175	MANE	Y
SNRPE	NM_003094	MANE	Y
SNRPF	NM_003095	UniProt	Y
SNRPF-DT	NR_135015	LongestTrx	N
SNRPG	NM_003096	MANE	Y
SNRPN	NM_003097	MANE	N
SNTA1	NM_003098	MANE	Y
SNTB1	NM_021021	MANE	Y
SNTB2	NM_006750	UniProt	Y
SNTG1	NM_018967	MANE	Y
SNTG2	NM_018968	MANE	Y
SNTG2-AS1	NR_136151	LongestTrx	N
SNTN	NM_001080537	MANE	Y
SNU13	NM_001003796	MANE	Y
SNUPN	NM_005701	MANE	N
SNURF	NM_005678	UniProt	Y
SNW1	NM_012245	MANE	Y
SNX1	NM_003099	MANE	N
SNX10	NM_013322	MANE	N
SNX11	NM_013323	MANE	Y
SNX12	NM_013346	MANE	Y
SNX13	NM_015132	MANE	Y
SNX14	NM_153816	MANE	Y
SNX15	NM_013306	MANE	N
SNX16	NM_152836	MANE	Y
SNX17	NM_014748	MANE	Y
SNX18	NM_001102575	MANE	Y
SNX19	NM_014758	MANE	Y
SNX2	NM_003100	MANE	Y
SNX20	NM_182854	MANE	Y
SNX21	NM_033421	MANE	Y
SNX22	NM_024798	MANE	Y
SNX24	NM_014035	MANE	Y
SNX25	NM_001317781	UniProt	N
SNX27	NM_001330723	MANE	N
SNX29	NM_032167	MANE	Y
SNX29P1	NR_045011	LongestTrx	Y
SNX29P2	NR_002939	LongestTrx	Y
SNX3	NM_003795	MANE	Y
SNX30	NM_001012994	MANE	Y
SNX31	NM_152628	MANE	Y
SNX32	NM_152760	MANE	Y
SNX33	NM_153271	MANE	Y
SNX4	NM_003794	MANE	Y
SNX5	NM_014426	MANE	Y
SNX6	NM_152233	MANE	Y
SNX7	NM_015976	MANE	Y
SNX8	NM_013321	MANE	Y
SNX9	NM_016224	MANE	Y
SOAT1	NM_003101	MANE	Y
SOAT2	NM_003578	MANE	Y
SOBP	NM_018013	MANE	Y
SOCS1	NM_003745	MANE	Y
SOCS2	NM_001270471	MANE	Y
SOCS2-AS1	NR_038263	LongestTrx	Y
SOCS3	NM_003955	MANE	Y
SOCS3-DT	NR_110846	LongestTrx	N
SOCS4	NM_199421	MANE	N
SOCS5	NM_144949	MANE	N
SOCS6	NM_004232	MANE	Y
SOCS7	NM_014598	MANE	Y
SOD1	NM_000454	MANE	Y
SOD2	NM_000636	MANE	N
SOD2-OT1	NR_037166	LongestTrx	Y
SOD3	NM_003102	MANE	Y
SOGA1	NM_080627	MANE	Y
SOGA3	NM_001012279	UniProt	Y
SOHLH1	NM_001101677	MANE	Y
SOHLH2	NM_017826	MANE	N
SON	NM_138927	MANE	Y
SORBS1	NM_001034954	MANE	Y
SORBS2	NM_003603	UniProt	N
SORBS3	NM_005775	MANE	Y
SORCS1	NM_052918	MANE	N
SORCS2	NM_020777	MANE	Y
SORCS3	NM_014978	MANE	Y
SORCS3-AS1	NR_104028	LongestTrx	N
SORD	NM_003104	MANE	Y
SORD2P	NR_146393	LongestTrx	Y
SORL1	NM_003105	MANE	Y
SORT1	NM_002959	MANE	Y
SOS1	NM_005633	MANE	Y
SOS2	NM_006939	MANE	Y
SOST	NM_025237	MANE	Y
SOSTDC1	NM_015464	MANE	Y
SOWAHA	NM_175873	MANE	Y
SOWAHB	NM_001029870	MANE	Y
SOWAHC	NM_023016	MANE	Y
SOWAHD	NM_001105576	MANE	Y
SOX1	NM_005986	MANE	Y
SOX10	NM_006941	MANE	Y
SOX11	NM_003108	MANE	Y
SOX12	NM_006943	MANE	Y
SOX13	NM_005686	MANE	Y
SOX14	NM_004189	MANE	Y
SOX15	NM_006942	MANE	Y
SOX17	NM_022454	MANE	Y
SOX18	NM_018419	MANE	Y
SOX1-OT	NR_120392	LongestTrx	N
SOX2	NM_003106	MANE	Y
SOX21	NM_007084	MANE	Y
SOX21-AS1	NR_046514	LongestTrx	N
SOX2-OT	NR_075090	LongestTrx	N
SOX3	NM_005634	MANE	Y
SOX30	NM_178424	MANE	Y
SOX4	NM_003107	MANE	Y
SOX5	NM_006940	MANE	Y
SOX5-AS1	NR_120473	LongestTrx	N
SOX6	NM_001367873	MANE	N
SOX7	NM_031439	MANE	Y
SOX8	NM_014587	MANE	Y
SOX9	NM_000346	MANE	Y
SOX9-AS1	NR_103738	LongestTrx	N
SP1	NM_138473	MANE	Y
SP100	NM_001080391	MANE	Y
SP110	NM_080424	MANE	Y
SP140	NM_007237	MANE	Y
SP140L	NM_138402	MANE	Y
SP2	NM_003110	MANE	Y
SP2-AS1	NR_103856	LongestTrx	N
SP2-DT	NR_135480	LongestTrx	N
SP3	NM_003111	MANE	Y
SP4	NM_003112	MANE	Y
SP5	NM_001003845	MANE	Y
SP6	NM_001258248	MANE	Y
SP7	NM_001173467	MANE	N
SP8	NM_182700	MANE	Y
SP9	NM_001145250	MANE	Y
SPA17	NM_017425	MANE	Y
SPAAR	NM_001348107	MANE	N
SPACA1	NM_030960	MANE	Y
SPACA3	NM_173847	MANE	Y
SPACA4	NM_133498	MANE	Y
SPACA5	NM_205856	UniProt	Y
SPACA5B	NM_001079900	MANE	N
SPACA6	NM_001316972	MANE	N
SPACA6P-AS	NR_108100	LongestTrx	N
SPACA7	NM_145248	MANE	Y
SPACA9	NM_001316897	MANE	N
SPAG1	NM_003114	MANE	N
SPAG11A	NM_001081552	LongestTrx	Y
SPAG11B	NM_058201	MANE	Y
SPAG16	NM_024532	MANE	Y
SPAG16-DT	NR_161186	LongestTrx	N
SPAG17	NM_206996	MANE	Y
SPAG4	NM_003116	MANE	Y
SPAG5	NM_006461	MANE	Y
SPAG5-AS1	NR_040012	LongestTrx	Y
SPAG6	NM_012443	MANE	Y
SPAG7	NM_004890	MANE	Y
SPAG8	NM_001039592	MANE	N
SPAG9	NM_001130528	MANE	Y
SPAM1	NM_153189	MANE	N
SPANXA1	NM_013453	UniProt	Y
SPANXA2	NM_145662	MANE	N
SPANXA2-OT1	NR_037183	LongestTrx	Y
SPANXB1	NM_032461	MANE	N
SPANXC	NM_022661	MANE	Y
SPANXD	NM_032417	MANE	N
SPANXN1	NM_001009614	MANE	Y
SPANXN2	NM_001009615	UniProt	Y
SPANXN3	NM_001009609	MANE	Y
SPANXN4	NM_001009613	UniProt	Y
SPANXN5	NM_001009616	MANE	Y
SPARC	NM_003118	MANE	Y
SPARCL1	NM_004684	MANE	Y
SPART	NM_015087	MANE	Y
SPART-AS1	NR_045180	LongestTrx	Y
SPAST	NM_014946	MANE	Y
SPATA1	NM_001310156	UniProt	N
SPATA12	NM_181727	MANE	Y
SPATA13	NM_001166271	MANE	Y
SPATA13-AS1	NR_046531	LongestTrx	Y
SPATA16	NM_031955	MANE	Y
SPATA17	NM_138796	MANE	Y
SPATA17-AS1	NR_125784	LongestTrx	N
SPATA18	NM_145263	MANE	Y
SPATA19	NM_174927	MANE	Y
SPATA2	NM_006038	MANE	Y
SPATA20	NM_022827	MANE	Y
SPATA21	NM_198546	UniProt	Y
SPATA22	NM_001170698	MANE	N
SPATA24	NM_194296	MANE	Y
SPATA25	NM_080608	MANE	Y
SPATA2L	NM_152339	MANE	Y
SPATA3	NM_139073	UniProt	Y
SPATA31A1	NM_001085452	MANE	N
SPATA31A3	NM_001083124	UniProt	Y
SPATA31A5	NM_001113541	MANE	Y
SPATA31A6	NM_001145196	MANE	Y
SPATA31A7	NM_015667	UniProt	Y
SPATA31C1	NM_001145124	UniProt	Y
SPATA31C2	NM_001166137	UniProt	Y
SPATA31D1	NM_001001670	MANE	Y
SPATA31D3	NM_207416	MANE	Y
SPATA31D4	NM_001145197	MANE	Y
SPATA31D5P	NR_026851	LongestTrx	Y
SPATA31E1	NM_178828	MANE	Y
SPATA32	NM_152343	MANE	Y
SPATA33	NM_001271907	MANE	Y
SPATA3-AS1	NR_033879	LongestTrx	Y
SPATA4	NM_144644	MANE	Y
SPATA41	NR_028139	LongestTrx	Y
SPATA42	NR_049777	LongestTrx	N
SPATA45	NM_001024601	MANE	Y
SPATA46	NM_182581	MANE	Y
SPATA48	NM_001161834	MANE	Y
SPATA5	NM_145207	MANE	Y
SPATA5L1	NM_024063	MANE	Y
SPATA6	NM_019073	MANE	Y
SPATA6L	NM_001353486	MANE	N
SPATA7	NM_018418	MANE	Y
SPATA8	NM_173499	UniProt	Y
SPATA8-AS1	NR_102753	LongestTrx	Y
SPATA9	NM_031952	MANE	Y
SPATC1	NM_198572	MANE	Y
SPATC1L	NM_001142854	MANE	Y
SPATS1	NM_001372081	MANE	N
SPATS2	NM_023071	MANE	Y
SPATS2L	NM_001100423	MANE	Y
SPC24	NM_182513	UniProt	Y
SPC25	NM_020675	MANE	Y
SPCS1	NM_014041	MANE	Y
SPCS2	NM_014752	MANE	Y
SPCS3	NM_021928	MANE	Y
SPDEF	NM_012391	MANE	Y
SPDL1	NM_017785	MANE	Y
SPDYA	NM_182756	MANE	N
SPDYC	NM_001008778	UniProt	Y
SPDYE1	NM_175064	UniProt	Y
SPDYE10P	NR_146079	LongestTrx	Y
SPDYE11	NM_001351349	LongestTrx	Y
SPDYE13	NR_146073	LongestTrx	Y
SPDYE14	NR_146072	LongestTrx	Y
SPDYE15	NR_146074	LongestTrx	Y
SPDYE16	XM_017012887	UniProt	N
SPDYE17	NM_001351351	MANE	N
SPDYE18	NM_001351348	LongestTrx	N
SPDYE2	NM_001031618	UniProt	N
SPDYE2B	NM_001166339	UniProt	Y
SPDYE3	NM_001004351	MANE	Y
SPDYE4	NM_001128076	UniProt	Y
SPDYE5	NM_001306141	UniProt	N
SPDYE6	NM_001146210	MANE	Y
SPDYE7P	NR_003666	LongestTrx	Y
SPDYE8	NR_003664	LongestTrx	Y
SPECC1	NM_152904	UniProt	N
SPECC1L	NM_015330	MANE	N
SPECC1L-ADORA2A	NR_103546	LongestTrx	N
SPEF1	NM_015417	MANE	Y
SPEF2	NM_024867	MANE	Y
SPEG	NM_005876	MANE	Y
SPEGNB	NM_001286811	MANE	N
SPEM1	NM_199339	MANE	Y
SPEM2	NM_175734	MANE	Y
SPEM3	NM_001364708	MANE	N
SPEN	NM_015001	MANE	Y
SPESP1	NM_145658	MANE	Y
SPG11	NM_025137	MANE	Y
SPG21	NM_016630	MANE	Y
SPG7	NM_003119	MANE	Y
SPHK1	NM_001142601	MANE	N
SPHK2	NM_020126	MANE	N
SPHKAP	NM_001142644	MANE	Y
SPI1	NM_003120	MANE	N
SPIB	NM_003121	MANE	Y
SPIC	NM_152323	MANE	Y
SPICE1	NM_144718	MANE	Y
SPIDR	NM_001080394	MANE	Y
SPIN1	NM_006717	MANE	Y
SPIN2A	NM_019003	UniProt	Y
SPIN2B	NM_001006681	MANE	Y
SPIN3	NM_001010862	MANE	Y
SPIN4	NM_001012968	MANE	Y
SPINDOC	NM_138471	MANE	Y
SPINK1	NM_001379610	MANE	N
SPINK13	NM_001040129	MANE	Y
SPINK14	NM_001001325	UniProt	Y
SPINK2	NM_001271718	MANE	N
SPINK4	NM_014471	MANE	Y
SPINK5	NM_006846	MANE	N
SPINK6	NM_205841	MANE	N
SPINK7	NM_032566	MANE	Y
SPINK8	NM_001080525	UniProt	Y
SPINK9	NM_001040433	MANE	Y
SPINT1	NM_003710	MANE	N
SPINT1-AS1	NR_146466	LongestTrx	N
SPINT2	NM_021102	MANE	Y
SPINT3	NM_006652	MANE	Y
SPINT4	NM_178455	MANE	Y
SPIRE1	NM_020148	UniProt	N
SPIRE2	NM_032451	MANE	Y
SPN	NM_003123	MANE	N
SPNS1	NM_032038	MANE	N
SPNS2	NM_001124758	MANE	Y
SPNS3	NM_182538	MANE	Y
SPO11	NM_012444	MANE	Y
SPOCD1	NM_144569	UniProt	Y
SPOCK1	NM_004598	MANE	Y
SPOCK2	NM_001244950	MANE	Y
SPOCK3	NM_001040159	MANE	N
SPON1	NM_006108	MANE	Y
SPON2	NM_012445	MANE	Y
SPOP	NM_001007228	MANE	Y
SPOPL	NM_001001664	MANE	Y
SPOUT1	NM_016390	MANE	Y
SPP1	NM_001040058	MANE	Y
SPP2	NM_006944	MANE	Y
SPPL2A	NM_032802	MANE	Y
SPPL2B	NM_152988	MANE	Y
SPPL2C	NM_175882	MANE	Y
SPPL3	NM_139015	MANE	Y
SPR	NM_003124	MANE	Y
SPRED1	NM_152594	MANE	Y
SPRED2	NM_181784	MANE	Y
SPRED3	NM_001042522	UniProt	Y
SPRING1	NM_024738	MANE	Y
SPRN	NM_001012508	UniProt	Y
SPRNP1	NR_033789	LongestTrx	N
SPRR1A	NM_005987	UniProt	Y
SPRR1B	NM_003125	MANE	Y
SPRR2A	NM_005988	MANE	Y
SPRR2B	NM_001017418	UniProt	Y
SPRR2C	NR_003062	LongestTrx	Y
SPRR2D	NM_006945	MANE	Y
SPRR2E	NM_001024209	MANE	Y
SPRR2F	NM_001014450	MANE	Y
SPRR2G	NM_001014291	MANE	Y
SPRR3	NM_001097589	MANE	Y
SPRR4	NM_173080	MANE	Y
SPRTN	NM_032018	MANE	Y
SPRY1	NM_001258038	MANE	N
SPRY2	NM_005842	MANE	Y
SPRY3	NM_005840	UniProt	Y
SPRY4	NM_001127496	MANE	N
SPRY4-AS1	NR_120664	LongestTrx	N
SPRY4-IT1	NR_131221	LongestTrx	N
SPRYD3	NM_032840	MANE	Y
SPRYD4	NM_207344	MANE	Y
SPRYD7	NM_020456	MANE	Y
SPSB1	NM_025106	MANE	Y
SPSB2	NM_032641	MANE	N
SPSB3	NM_080861	MANE	Y
SPSB4	NM_080862	MANE	Y
SPTA1	NM_003126	MANE	Y
SPTAN1	NM_001130438	MANE	Y
SPTB	NM_001355436	MANE	N
SPTBN1	NM_003128	MANE	Y
SPTBN2	NM_006946	MANE	Y
SPTBN4	NM_020971	MANE	Y
SPTBN5	NM_016642	MANE	Y
SPTLC1	NM_006415	MANE	Y
SPTLC2	NM_004863	MANE	Y
SPTLC3	NM_018327	MANE	Y
SPTSSA	NM_138288	MANE	Y
SPTSSB	NM_001040100	UniProt	Y
SPTY2D1	NM_194285	MANE	Y
SPTY2D1OS	NR_038360	LongestTrx	Y
SPX	NM_030572	MANE	Y
SPZ1	NM_032567	MANE	Y
SQLE	NM_003129	MANE	Y
SQOR	NM_021199	MANE	N
SQSTM1	NM_003900	MANE	Y
SRA1	NM_001035235	MANE	N
SRARP	NM_178840	MANE	Y
SRBD1	NM_018079	MANE	Y
SRC	NM_198291	MANE	Y
SRCAP	NM_006662	MANE	Y
SRCIN1	NM_025248	MANE	Y
SRD5A1	NM_001047	MANE	Y
SRD5A1P1	NR_028597	LongestTrx	Y
SRD5A2	NM_000348	MANE	Y
SRD5A3	NM_024592	MANE	Y
SRD5A3-AS1	NR_037969	LongestTrx	Y
SREBF1	NM_004176	MANE	N
SREBF2	NM_004599	MANE	Y
SREBF2-AS1	NR_157279	LongestTrx	N
SREK1	NM_001077199	MANE	Y
SREK1IP1	NM_173829	MANE	Y
SRF	NM_003131	MANE	Y
SRFBP1	NM_152546	MANE	Y
SRGAP1	NM_020762	MANE	Y
SRGAP2	NM_015326	MANE	Y
SRGAP2-AS1	NR_104189	LongestTrx	Y
SRGAP2B	NM_001271870	LongestTrx	N
SRGAP2C	NM_001329984	MANE	N
SRGAP2D	NR_120535	LongestTrx	N
SRGAP3	NM_014850	MANE	Y
SRGAP3-AS2	NR_121663	LongestTrx	N
SRGAP3-AS3	NR_103443	LongestTrx	Y
SRGAP3-AS4	NR_146969	LongestTrx	N
SRGN	NM_002727	MANE	Y
SRI	NM_003130	MANE	Y
SRI-AS1	NR_120517	LongestTrx	N
SRL	NM_001098814	MANE	Y
SRM	NM_003132	MANE	Y
SRMS	NM_080823	MANE	Y
SRP14	NM_003134	MANE	Y
SRP14-AS1	NR_040059	LongestTrx	Y
SRP19	NM_003135	MANE	N
SRP54	NM_003136	MANE	Y
SRP54-AS1	NR_151701	LongestTrx	N
SRP68	NM_014230	MANE	Y
SRP72	NM_006947	MANE	Y
SRP9	NM_003133	MANE	Y
SRPK1	NM_003137	MANE	Y
SRPK2	NM_182692	MANE	Y
SRPK3	NM_014370	MANE	Y
SRPRA	NM_003139	MANE	Y
SRPRB	NM_001379313	MANE	N
SRPX	NM_006307	MANE	Y
SRPX2	NM_014467	MANE	Y
SRR	NM_021947	MANE	Y
SRRD	NM_001013694	MANE	Y
SRRM1	NM_005839	MANE	Y
SRRM2	NM_016333	MANE	Y
SRRM2-AS1	NR_027274	LongestTrx	N
SRRM3	NM_001110199	MANE	Y
SRRM4	NM_194286	MANE	Y
SRRM5	NM_001145641	MANE	Y
SRRT	NM_015908	MANE	Y
SRSF1	NM_006924	MANE	Y
SRSF10	NM_054016	MANE	Y
SRSF11	NM_004768	UniProt	Y
SRSF12	NM_080743	MANE	Y
SRSF2	NM_001195427	MANE	N
SRSF3	NM_003017	MANE	Y
SRSF3P2	NR_036611	LongestTrx	Y
SRSF4	NM_005626	MANE	Y
SRSF5	NM_001320214	MANE	N
SRSF6	NM_006275	MANE	Y
SRSF7	NM_001031684	MANE	Y
SRSF8	NM_032102	MANE	N
SRSF9	NM_003769	MANE	Y
SRXN1	NM_080725	MANE	Y
SRY	NM_003140	MANE	Y
SS18	NM_001007559	MANE	Y
SS18L1	NM_198935	MANE	Y
SS18L2	NM_001370300	MANE	N
SSB	NM_003142	MANE	Y
SSBP1	NM_003143	MANE	N
SSBP2	NM_012446	UniProt	N
SSBP3	NM_018070	UniProt	N
SSBP3-AS1	NR_103541	LongestTrx	N
SSBP4	NM_032627	MANE	Y
SSC4D	NM_080744	MANE	Y
SSC5D	NM_001144950	MANE	Y
SSH1	NM_018984	MANE	Y
SSH2	NM_001282129	MANE	N
SSH3	NM_017857	MANE	Y
SSMEM1	NM_145268	MANE	Y
SSNA1	NM_003731	MANE	Y
SSPN	NM_005086	MANE	Y
SSPOP	NR_163594	LongestTrx	N
SSR1	NM_003144	MANE	Y
SSR2	NM_003145	MANE	Y
SSR3	NM_007107	MANE	Y
SSR4	NM_006280	MANE	N
SSR4P1	NR_027292	LongestTrx	Y
SSRP1	NM_003146	MANE	Y
SST	NM_001048	MANE	Y
SSTR1	NM_001049	MANE	Y
SSTR2	NM_001050	MANE	Y
SSTR3	NM_001051	MANE	Y
SSTR4	NM_001052	MANE	Y
SSTR5	NM_001053	UniProt	N
SSTR5-AS1	NR_027242	LongestTrx	Y
SSU72	NM_014188	MANE	Y
SSUH2	NM_015931	UniProt	N
SSX1	NM_005635	MANE	Y
SSX2	NM_003147	UniProt	Y
SSX2B	NM_001164417	MANE	N
SSX2IP	NM_001166293	MANE	Y
SSX3	NM_021014	MANE	Y
SSX4	NM_005636	MANE	Y
SSX4B	NM_001034832	MANE	Y
SSX5	NM_175723	MANE	N
SSX6P	NR_028366	LongestTrx	Y
SSX7	NM_173358	MANE	Y
SSX8P	NR_027250	LongestTrx	Y
SSX9P	NR_073393	LongestTrx	Y
ST13	NM_003932	MANE	Y
ST13P4	NR_002183	LongestTrx	Y
ST14	NM_021978	MANE	Y
ST18	NM_014682	UniProt	Y
ST20	NM_001100879	UniProt	N
ST20-AS1	NR_028330	LongestTrx	Y
ST20-MTHFS	NM_001199760	UniProt	N
ST3GAL1	NM_173344	MANE	Y
ST3GAL2	NM_006927	MANE	Y
ST3GAL3	NM_006279	MANE	N
ST3GAL3-AS1	NR_125986	LongestTrx	N
ST3GAL4	NM_001254757	MANE	Y
ST3GAL5	NM_003896	MANE	Y
ST3GAL5-AS1	NR_110569	LongestTrx	N
ST3GAL6	NM_006100	UniProt	N
ST3GAL6-AS1	NR_046683	LongestTrx	Y
ST6GAL1	NM_173216	MANE	N
ST6GAL2	NM_032528	UniProt	Y
ST6GALNAC1	NM_018414	MANE	Y
ST6GALNAC2	NM_006456	MANE	Y
